Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
86186,-2.00415865496121,1.55361792964659,-1.41538920735856,-1.64411208551857,1.53489498973632,3.06381796954359,-0.766350487328217,2.1412284552203,-0.67469322979406,-0.720170582372271,-0.730208742119175,0.218134863013482,0.0728284525594028,1.09788314144429,0.499300105087353,1.08009940834217,-0.658766611773606,0.263606773672739,-0.405439950824485,-0.0892391217860809,0.0239991331077036,-0.401517653825679,-0.0456839742666451,1.01535314120974,0.0692372479547316,0.232010994058798,-0.0697523908874349,0.00668318000269937,29.99,0
40717,-0.572999845496412,0.493157152138263,0.908532816509126,-0.308130422097631,2.9064044921897,4.15231334191937,1.01223054472466,-0.0413683802724604,0.276494463593836,0.689061464506334,-0.195938467909297,-0.500525611396205,-0.339559563321186,-0.859751548879308,0.358413258947823,-0.762249037140342,-0.672794902458665,0.0436677467155619,1.34311520554844,0.321177350167313,-0.381388359772736,-0.466230714295976,-0.505575611237078,1.00698711022246,0.453952470369029,-0.45767004291065,-0.938594989459946,-0.805407465989724,51.42,0
78546,1.16027119449423,-0.107579043722392,1.05156519512633,1.65422525938771,-0.639493901731967,0.410847295287776,-0.455472808332353,0.166760074969655,1.26370421450999,-0.376178299448897,-1.74436226623193,0.824386001081379,0.0104790690103753,-0.834795837124858,-1.93896380763499,-0.717634010151451,0.305658756696811,-0.764336523037159,0.719566401867703,-0.153161385186576,-0.474575965717415,-0.909877074647002,-0.00812972441616631,-0.115296789265967,0.571014891266303,-0.508341601677493,0.0756123924160684,0.0271440949888895,9.42,0
86028,1.20425271052011,0.444471690667664,-0.0101058759859124,1.13781021534062,0.0526442806786053,-0.911386187262195,0.47955588211933,-0.233618943381018,-0.291338413523065,0.00202015514006921,0.135459134520354,0.360197447347499,-0.17189443672808,0.630840358988493,0.920590697754066,-0.599793260729653,0.0896492746330227,-0.91366348636696,-0.734703983808646,-0.19648355084335,0.0530053200686796,0.23172052627494,-0.0773416316323209,0.418853330936886,0.731989331503667,-0.286992395556438,0.00773868858240055,0.0112453824137594,4.99,0
81159,-1.51641889045031,-0.132097757196672,2.53043666107995,1.17839837204785,0.208409880737504,0.142898432730055,-0.214599528041642,0.164893591829174,-0.0467165721950255,-0.420991271069303,-0.356443108141429,0.604799622111484,1.08037129743033,-0.509605383382273,1.07884575528568,-0.44077384411564,0.105289903714026,-0.113993801582021,0.135140796226593,-0.0436299331397651,0.188068145152229,0.824776862008044,-0.406970788393498,0.167063937492437,0.280451123894379,-0.100659653329917,0.177869042283563,0.0269537387717214,101.49,0
145266,1.98474308230178,-0.932660933663551,-0.252222783541158,-0.410248775310062,-1.16691479261347,-0.462853429979449,-0.832239244215973,-0.0535503493150282,-0.439099842705142,0.931321329366955,0.945393356812634,1.3297949420323,1.249821259036,-0.182818735284481,-0.443763344166453,-0.964381931995073,-0.509028239064447,1.1951350206216,-0.562913826449333,-0.443345850544449,-0.53047584122834,-1.04171497056664,0.475108554534247,0.0499536957976515,-0.784607784128279,0.201235501981892,-0.0189286043057072,-0.0385449466074919,50.95,0
161327,-0.193528030739208,0.126696771122577,1.04663779382769,0.908842840702692,0.181700826625971,2.01185569115088,-0.424371779120699,0.570254569983199,0.29802423964415,0.0178796265876101,-0.493557788179314,-0.482335408996116,-0.692388958442922,0.0736802738123792,2.54111496923715,-1.63923986514901,1.36185393801017,-0.759734348247925,1.35678398183631,0.112071881782969,0.363157096885464,1.32119821931473,0.0859972499131898,-0.277574591439401,-1.22331479869559,0.995067969578428,0.160234383590573,0.221203700518263,58.06,0
79734,-0.566154933639391,0.584076718961354,1.26859808959276,0.854030815569705,0.354658040755066,1.07876224841159,0.716893169331977,0.423178991842267,-0.601776851805022,-0.459006951440411,0.738236331374016,-0.127593475759377,-1.11796208044568,0.702541832498258,2.17489523732013,-1.6836195632673,1.25919335208925,-1.8521805902075,-1.3340782910763,-0.0364197047632334,0.351233698701448,1.01772875443145,0.236615814106282,-0.449600858822499,-0.642363927718956,-0.238975248789216,0.21011151567058,0.158771218010338,91.98,0
123054,-14.7239337701054,-9.72957801883067,-3.80154368630743,0.772141035054892,-1.61813164467929,1.64828099562227,6.05796502383669,-4.71996622916925,5.72255258647889,5.66109683297922,2.26287732142788,-0.792533793555578,0.506555135307559,-3.90126583338978,2.87614197817599,1.42361908806843,-2.74778237153503,-0.246072287095689,2.46570859688007,-10.2726242064221,-3.73488737103011,1.56505929554003,-0.71389322589717,0.82577822166321,0.225566979790237,0.286197921862112,-6.41730040062834,2.41020892007966,610,0
78888,-2.99841503376933,2.34592067745311,0.676028252067167,0.297820260665738,0.96333567680692,-1.02396506046915,-2.57180083484905,-3.13506707383785,0.113606851837443,1.26986470613827,1.37166190914032,1.59824178087183,0.228027688954262,0.587305305541108,-0.020445346035962,0.124582197564466,-0.352808346779133,0.304771720570088,-0.406401457256091,0.855029639819578,-0.385840203602037,0.419201475697033,-2.38534990234945,0.635951750117846,-0.443340827840796,-0.485312647048122,0.35725024332105,0.315490771388778,6.01,0
